MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
3,6,5,5,4,7,10,54.59815003,5,5,9,3,4,2,6,7,6,4,4,5,0.309313707
1,5,9,8,10,6,4,54.59815003,2,5,7,6,2,6,6,5,13,9,7,8,0.410545013
3,7,5,2,4,7,6,148.4131591,6,5,7,7,7,2,7,5,2,8,7,5,0.308267862
5,4,8,3,3,8,4,148.4131591,5,6,3,6,1,6,4,3,4,3,3,5,0.420266036
1,6,3,2,3,4,11,403.4287935,3,7,6,8,5,4,9,5,5,4,5,7,0.320396839
10,8,6,5,3,6,7,148.4131591,6,7,11,9,3,3,8,8,2,4,4,4,0.369254777
5,6,11,7,6,3,3,1096.633158,4,5,6,4,5,5,6,4,5,6,4,2,0.371207075
4,4,6,3,4,3,6,2980.957987,3,6,4,1,3,3,2,2,6,5,2,3,0.388281639
5,3,4,6,4,9,9,148.4131591,3,3,6,6,3,5,7,5,4,9,1,4,0.384729888
,1,6,8,7,4,7,20.08553692,3,7,3,5,4,4,5,4,5,11,10,4,0.398338979
8,2,4,5,4,3,5,20.08553692,3,4,1,4,5,4,2,7,5,5,6,5,0.418804969
9,5,8,7,7,9,7,20.08553692,3,5,5,10,4,6,1,10,6,6,6,6,0.305050469
4,11,8,5,7,7,4,2.718281828,4,2,2,5,4,3,4,6,5,7,3,7,0.403332785
8,5,2,5,8,5,6,54.59815003,3,7,5,8,5,2,4,6,8,4,4,4,0.307199914
7,7,8,1,5,6,10,403.4287935,9,5,5,4,4,9,5,4,6,2,4,4,0.411129528
5,3,5,3,5,3,4,22026.46579,4,3,7,6,7,6,8,6,6,6,8,7,0.411057079
6,3,3,2,4,9,3,403.4287935,7,3,3,5,2,5,6,1,3,5,5,7,0.326732377
2,5,4,3,4,9,6,7.389056099,6,5,0,5,3,3,5,7,5,5,5,2,0.32929486
6,4,7,2,5,6,8,148.4131591,9,7,5,2,4,4,7,5,6,7,6,6,0.31093256
10,7,6,5,4,0,5,2.718281828,1,3,6,7,6,4,3,1,3,3,5,8,0.333635827
9,5,3,4,4,2,5,54.59815003,4,7,3,3,4,3,4,6,4,4,5,7,0.369900378
6,9,5,4,5,3,6,403.4287935,5,9,5,5,3,6,4,6,7,5,11,0,0.354433272
5,8,5,4,4,6,7,2980.957987,7,3,6,8,8,5,5,5,4,6,9,2,0.331332722
3,2,3,3,6,2,5,403.4287935,6,4,2,6,6,3,4,9,6,3,3,5,0.386950545
7,5,0,2,3,3,7,403.4287935,6,5,6,4,3,3,5,5,2,4,8,6,0.373189907
7,2,4,7,3,6,3,54.59815003,4,4,4,4,9,6,8,7,2,4,3,3,0.317561532
2,3,5,8,8,5,4,54.59815003,3,2,8,5,8,5,5,6,6,2,5,4,0.344904638
6,7,6,4,6,10,6,54.59815003,7,3,8,9,1,6,6,5,7,8,3,6,0.431730856
6,3,6,6,8,3,3,148.4131591,3,8,4,3,1,3,6,7,9,6,4,8,0.394293783
5,5,5,5,7,5,13,148.4131591,4,8,6,,3,7,11,7,5,7,5,4,0.433128443
,4,4,4,2,5,1,403.4287935,6,5,4,5,3,7,6,9,4,10,5,4,0.363809272
2,9,7,3,6,9,5,148.4131591,1,3,5,,4,4,2,6,7,6,6,2,0.302847813
9,6,1,11,8,2,4,148.4131591,4,4,7,3,4,3,2,1,4,7,7,5,0.410912479
4,4,3,7,5,6,2,2980.957987,4,3,3,,2,2,6,7,4,0,3,5,0.313232571
7,6,3,7,9,3,4,54.59815003,5,3,4,6,2,5,4,3,8,3,6,4,0.431954083
3,3,3,6,6,2,5,59874.14172,4,2,7,6,9,6,5,3,7,6,6,7,0.342908263
9,5,7,2,2,5,1,20.08553692,5,8,3,8,4,10,6,4,4,8,8,5,0.39223738
9,4,8,5,5,4,9,1096.633158,4,4,6,7,7,2,6,4,6,3,8,5,0.418479874
8,2,4,7,4,7,8,20.08553692,6,2,4,7,8,3,3,3,3,4,3,2,0.364121269
8,6,3,9,6,2,7,54.59815003,3,5,4,6,3,7,8,3,3,4,5,7,0.360212026
7,3,4,8,7,6,2,20.08553692,0,6,3,8,5,10,5,6,7,2,4,7,0.326057568
5,8,4,5,2,4,6,54.59815003,10,7,9,6,3,5,3,3,3,5,6,3,0.401934533
7,3,6,4,3,4,4,403.4287935,2,1,2,2,6,4,4,3,3,2,1,7,0.34750721
3,4,8,4,5,2,5,7.389056099,2,3,4,2,4,4,6,3,6,7,4,6,0.387866038
4,4,6,7,8,3,3,54.59815003,8,6,13,8,5,7,4,9,6,6,3,6,0.33452761
,4,6,6,5,1,3,7.389056099,3,3,3,1,4,8,5,4,4,6,5,9,0.403468256
3,8,9,5,3,7,5,148.4131591,6,4,7,3,2,6,6,3,2,9,2,6,0.397505479
5,5,6,2,3,2,6,1096.633158,6,3,8,5,4,9,4,9,5,6,2,4,0.301213844
8,2,5,6,4,5,4,54.59815003,2,4,1,5,5,3,9,8,4,5,2,6,0.314259508
1,6,8,1,3,3,3,1096.633158,1,7,12,5,4,11,8,2,4,6,7,6,0.311476728
4,7,6,4,2,12,2,20.08553692,4,8,3,6,1,5,2,4,3,4,8,5,0.304874431
4,4,6,2,1,1,4,148.4131591,5,8,6,,11,5,7,4,4,6,4,2,0.308353468
4,3,5,8,7,3,3,403.4287935,2,3,3,4,3,5,3,3,6,2,4,4,0.345503793
6,7,6,6,4,6,7,20.08553692,4,3,4,1,5,2,10,10,3,5,2,4,0.407230362
7,9,4,2,2,7,7,7.389056099,7,5,4,7,6,3,6,5,3,7,1,11,0.374594039
8,7,4,11,7,5,3,7.389056099,6,2,4,5,3,5,1,4,7,5,3,3,0.314872904
6,4,10,4,5,10,10,8103.083928,2,4,5,5,3,5,4,2,5,7,6,6,0.307280945
8,4,4,5,8,2,8,403.4287935,5,5,5,4,2,2,4,7,9,3,9,3,0.314567792
3,7,2,4,6,7,3,148.4131591,9,4,2,3,4,2,5,2,9,2,3,2,0.352286864
5,5,4,3,3,10,10,7.389056099,5,5,8,3,3,2,2,7,6,6,5,5,0.342583677
2,0,4,3,4,3,3,148.4131591,5,4,5,3,7,8,4,7,3,3,5,2,0.399376049
6,6,7,3,4,7,8,1096.633158,7,4,1,4,8,6,6,1,4,8,1,6,0.387568795
3,3,1,8,8,4,7,8103.083928,4,6,4,3,6,6,3,2,6,0,9,7,0.422740436
3,5,6,5,3,7,8,54.59815003,2,7,5,3,4,3,7,3,4,7,7,5,0.432765751
6,5,5,6,7,5,6,148.4131591,9,5,8,4,4,2,8,3,7,6,1,1,0.300202053
5,7,4,6,5,8,5,20.08553692,5,7,6,11,8,5,2,5,6,4,10,3,0.331939662
6,3,6,7,6,9,9,403.4287935,3,4,0,2,6,3,4,7,5,9,4,9,0.310918016
3,8,10,4,5,5,3,20.08553692,7,3,6,4,7,4,2,5,4,5,8,8,0.34292463
6,4,6,3,3,7,2,20.08553692,5,8,8,9,2,4,2,6,3,2,4,12,0.383622971
9,3,4,8,7,6,4,2.718281828,7,5,5,6,6,7,4,6,5,8,0,12,0.337291281
6,6,5,5,9,5,2,20.08553692,5,5,2,8,4,7,3,5,11,5,5,6,0.326584618
5,12,2,4,4,6,2,54.59815003,6,2,6,4,4,10,5,3,3,8,4,2,0.354148104
2,1,2,3,5,9,6,54.59815003,4,3,6,6,4,7,6,8,6,2,6,5,0.302465468
8,5,5,7,10,2,7,403.4287935,7,4,7,7,5,9,4,5,12,5,4,2,0.436255234
4,3,7,6,8,4,8,403.4287935,6,8,6,8,2,7,4,4,7,8,5,1,0.435388674
3,5,3,7,8,8,6,20.08553692,3,5,6,8,2,5,8,1,7,5,2,9,0.318804483
1,5,1,6,5,7,4,1096.633158,3,7,5,6,1,6,6,9,4,7,8,6,0.326506541
5,7,5,7,7,7,4,148.4131591,6,4,5,4,5,10,6,9,5,9,7,8,0.379159634
4,5,6,8,7,7,5,7.389056099,3,2,1,5,4,5,5,9,4,3,9,7,0.343228382
3,5,6,9,6,8,6,1096.633158,3,5,5,6,5,4,7,4,1,6,6,0,0.301705196
5,5,4,4,5,2,4,2980.957987,4,8,8,7,5,5,4,7,6,2,5,11,0.307572949
3,6,2,2,2,3,10,54.59815003,2,2,5,11,6,6,6,8,4,6,5,3,0.394251324
8,5,11,6,8,11,6,20.08553692,1,5,5,6,4,3,6,9,7,8,5,8,0.329434926
3,6,6,3,5,7,4,148.4131591,3,5,7,9,8,3,3,3,6,7,7,5,0.375359485
4,6,3,5,5,5,7,148.4131591,9,5,12,4,6,4,5,6,7,4,4,4,0.338714797
8,6,5,4,8,4,3,54.59815003,3,5,4,5,6,3,3,1,8,9,7,1,0.373489995
5,6,9,6,5,5,11,148.4131591,3,1,5,5,6,3,7,4,3,1,4,3,0.439850047
4,3,5,4,7,8,4,54.59815003,1,11,8,2,5,6,4,5,6,8,3,4,0.39669609
5,7,1,10,11,3,8,7.389056099,4,2,3,6,2,4,4,4,7,4,5,4,0.348530401
3,4,7,3,3,7,10,148.4131591,3,6,4,3,9,3,7,5,2,4,5,4,0.435140295
6,6,8,4,3,5,7,1096.633158,3,5,7,2,7,5,7,3,4,6,4,5,0.304842766
3,4,5,7,7,10,4,54.59815003,6,5,7,3,8,2,5,3,9,2,7,7,0.323917594
3,7,9,1,3,5,5,2980.957987,6,4,3,4,5,5,7,6,8,9,8,7,0.36979183
8,8,3,5,6,4,12,403.4287935,2,5,8,5,5,7,6,5,5,8,4,4,0.340896634
5,5,4,4,4,3,7,148.4131591,8,4,4,1,3,1,3,6,4,7,5,6,0.400790489
6,4,8,7,7,6,3,148.4131591,4,3,4,2,2,8,5,3,7,3,3,4,0.304798474
3,4,6,5,2,4,4,2980.957987,9,5,2,4,4,5,6,9,1,2,5,7,0.338358487
6,8,7,1,3,5,6,403.4287935,4,4,1,10,4,7,6,7,3,6,2,7,0.419780964
4,6,6,6,5,5,6,403.4287935,9,6,9,8,3,7,8,3,2,4,9,3,0.356283967
4,9,5,2,4,5,6,148.4131591,2,3,7,6,10,9,5,3,6,12,4,7,0.328420328
6,6,5,3,1,4,4,7.389056099,3,5,2,5,5,2,4,5,2,4,2,4,0.372610007
7,8,10,6,4,0,8,7.389056099,6,3,5,3,4,4,5,3,5,6,9,2,0.351287403
2,5,6,7,10,5,0,54.59815003,7,4,3,4,3,4,4,2,11,5,3,4,0.339547768
0,2,7,4,3,10,6,54.59815003,7,6,7,3,7,4,3,5,3,3,4,4,0.418794629
2,1,3,5,8,3,5,1096.633158,5,4,4,7,5,7,4,4,7,9,7,7,0.419202772
,7,4,4,2,6,6,148.4131591,6,3,7,4,2,5,2,4,2,6,1,6,0.358582572
8,10,8,6,6,3,5,7.389056099,3,8,2,7,5,2,7,6,8,5,6,6,0.384548065
5,4,8,7,5,4,10,148.4131591,3,6,6,5,1,3,4,3,3,10,2,4,0.400623758
1,5,4,2,4,8,7,54.59815003,3,3,3,11,2,3,5,4,7,4,5,7,0.398552763
2,4,7,6,5,4,6,403.4287935,7,5,6,3,6,7,10,7,5,4,5,9,0.346582117
4,6,6,9,10,5,4,1096.633158,1,8,6,10,4,6,8,5,9,3,3,5,0.392565256
3,9,4,3,4,9,5,1096.633158,4,5,5,4,8,3,5,5,5,4,6,3,0.428556575
2,11,9,4,4,3,2,20.08553692,3,3,1,4,2,4,5,6,5,5,6,3,0.307758189
4,6,11,9,9,8,6,148.4131591,5,3,3,4,2,5,1,2,5,2,1,8,0.310223307
7,4,6,5,5,4,7,8103.083928,6,2,5,5,4,3,5,1,5,5,4,6,0.41935205
1,12,4,6,7,5,4,54.59815003,6,4,1,6,3,3,7,8,6,5,2,5,0.384340926
4,5,2,6,7,9,6,403.4287935,8,3,4,3,9,4,4,1,5,7,5,2,0.303809808
6,6,6,4,4,6,7,2980.957987,5,1,1,3,4,8,4,4,4,3,7,6,0.40724105
2,4,1,3,5,6,3,403.4287935,8,6,5,9,6,5,6,4,8,6,6,6,0.314888198
,5,3,5,5,1,3,1096.633158,2,5,4,1,4,3,5,5,3,6,3,3,0.417541459
1,1,1,4,6,2,5,2980.957987,7,5,7,9,5,1,6,7,6,8,5,4,0.367617873
9,1,3,4,5,6,3,7.389056099,6,2,2,3,6,9,5,9,4,5,9,1,0.340796743
6,8,6,2,6,6,5,54.59815003,7,5,1,3,7,4,5,7,7,2,6,4,0.386463604
3,4,4,6,6,9,6,148.4131591,6,7,5,5,3,1,4,5,4,2,4,5,0.324343847
7,7,4,9,6,3,6,1096.633158,4,8,6,5,6,4,3,6,4,3,7,3,0.375294252
7,7,4,4,3,6,5,1096.633158,7,3,3,4,5,2,3,5,4,5,9,3,0.368599021
10,7,7,6,2,2,3,403.4287935,6,5,8,10,6,4,4,8,1,6,4,5,0.333632946
8,3,2,4,4,3,4,148.4131591,12,2,4,5,7,1,5,4,3,2,4,6,0.393485873
2,4,4,6,3,4,3,2980.957987,4,2,6,2,5,3,2,3,3,7,2,0,0.3490497
,8,7,3,4,8,9,8103.083928,7,7,5,5,5,7,0,4,4,2,5,3,0.419070221
2,6,11,6,8,5,7,54.59815003,8,8,2,9,2,4,6,5,7,7,10,3,0.311690455
2,3,6,4,5,3,5,54.59815003,1,2,4,9,6,6,4,3,6,4,11,1,0.407820766
7,5,6,6,7,7,5,54.59815003,2,4,5,5,6,6,5,4,8,6,3,6,0.361288868
6,11,10,8,4,7,5,1096.633158,10,6,2,4,4,9,3,4,2,5,9,4,0.343663536
4,3,2,8,4,5,2,403.4287935,1,5,6,6,3,3,9,4,5,3,5,8,0.431443221
8,8,1,3,5,7,7,403.4287935,9,2,6,6,8,6,4,2,8,10,5,5,0.328000402
3,11,6,6,6,7,2,2980.957987,9,7,7,2,3,5,1,4,6,8,7,2,0.359239524
7,4,7,8,9,5,10,7.389056099,1,7,8,3,7,4,8,1,9,6,7,2,0.364973633
2,9,2,7,4,3,3,20.08553692,3,6,5,3,6,5,4,9,2,3,6,4,0.34165909
7,4,7,8,4,10,7,1096.633158,7,4,4,5,6,4,10,3,3,6,2,10,0.312460393
2,6,9,2,5,4,6,20.08553692,6,4,5,8,4,1,8,7,4,8,6,5,0.42672281
6,9,5,5,6,6,6,2980.957987,3,12,4,5,3,3,5,4,7,4,2,3,0.425155478
8,6,10,5,5,2,2,403.4287935,5,9,6,7,3,7,3,3,8,6,7,6,0.388044609
1,6,4,8,11,4,3,148.4131591,12,3,6,11,4,3,5,3,11,8,7,1,0.345412616
5,2,9,7,8,6,6,20.08553692,2,7,10,9,7,6,6,4,9,2,2,5,0.38791759
6,8,5,7,7,3,7,54.59815003,5,3,2,5,4,5,4,3,6,1,3,6,0.435018064
6,3,4,8,6,6,5,2980.957987,6,2,8,8,7,3,2,3,4,6,6,11,0.423675829
4,5,3,7,7,8,6,20.08553692,6,5,4,2,6,4,3,7,6,5,6,4,0.323180265
,8,6,6,6,2,2,54.59815003,6,2,3,3,7,6,6,1,5,5,7,3,0.414267587
3,4,3,4,9,7,11,148.4131591,5,5,6,8,4,4,5,7,8,6,5,3,0.411686722
3,5,5,2,5,5,9,20.08553692,5,6,6,2,4,6,4,3,7,4,7,4,0.428415628
2,3,5,6,7,8,3,148.4131591,5,9,5,2,1,7,7,7,7,6,9,3,0.306652917
3,5,4,3,3,5,10,148.4131591,4,9,2,7,4,4,4,5,6,2,4,6,0.407308909
1,6,2,5,6,4,9,2.718281828,5,2,6,5,7,7,2,5,7,3,4,4,0.376455209
4,3,5,5,5,3,4,148.4131591,5,5,10,4,7,2,5,11,5,8,4,2,0.375359036
6,6,2,1,5,1,5,54.59815003,4,4,3,4,1,3,5,9,4,6,3,9,0.348904674
3,4,2,8,3,7,5,403.4287935,5,3,2,5,5,7,7,1,3,4,4,5,0.410005526
7,5,4,5,5,9,6,148.4131591,5,5,2,9,4,8,4,3,5,7,8,3,0.359314034
3,7,5,7,6,4,5,7.389056099,5,6,7,8,5,1,2,3,4,7,6,6,0.350108071
4,5,6,7,8,2,9,20.08553692,3,4,6,0,6,4,2,4,5,6,7,4,0.434447637
9,7,1,3,6,5,7,54.59815003,3,3,1,4,7,6,6,2,7,1,5,2,0.364803544
8,7,7,2,2,3,7,148.4131591,7,4,9,1,8,4,4,6,2,7,3,4,0.410953466
4,8,2,7,7,5,3,148.4131591,4,6,5,3,3,4,8,9,8,2,6,9,0.31948405
5,8,2,7,5,0,4,7.389056099,6,6,7,9,9,5,5,3,3,4,5,2,0.403607447
2,3,6,4,5,6,4,54.59815003,1,2,4,4,7,5,4,3,3,5,6,3,0.393944319
7,5,2,2,3,10,6,7.389056099,6,4,3,10,5,3,6,3,4,8,3,1,0.371526701
2,2,6,7,8,4,4,1096.633158,5,5,4,6,9,7,8,6,7,7,4,3,0.319241391
7,7,3,8,7,2,4,148.4131591,5,1,4,3,4,4,3,7,4,7,7,6,0.316881246
6,3,2,6,4,3,1,7.389056099,5,4,0,3,7,3,8,4,4,10,4,5,0.394678743
5,2,7,9,5,5,3,2980.957987,5,6,6,4,6,8,3,5,5,9,8,6,0.41981291
4,4,1,2,3,5,1,54.59815003,3,3,4,4,8,5,2,4,4,1,7,4,0.379401365
7,2,4,6,5,2,3,8103.083928,5,7,4,6,6,6,6,4,3,4,7,5,0.36452242
8,4,7,4,7,7,8,2980.957987,10,2,4,4,8,6,7,9,9,3,3,4,0.372802134
7,6,6,5,3,12,6,148.4131591,2,5,2,2,8,3,5,7,3,3,5,3,0.32191903
5,6,3,6,4,4,4,54.59815003,9,4,5,9,5,5,4,8,2,8,4,5,0.307281131
9,5,3,3,3,5,5,148.4131591,4,5,6,6,5,11,6,7,4,4,5,6,0.416067203
5,4,3,3,5,2,6,20.08553692,5,5,3,,6,3,5,7,5,5,6,4,0.418498413
6,5,3,4,8,6,5,1096.633158,2,3,5,2,8,4,5,9,8,6,4,7,0.405451617
6,4,8,1,2,7,8,148.4131591,7,11,3,3,9,8,3,5,4,8,5,4,0.408028532
6,2,5,5,5,8,2,403.4287935,2,3,5,7,6,9,4,7,5,6,10,7,0.329951994
3,4,7,6,5,3,2,20.08553692,4,2,5,2,4,4,6,2,3,5,3,2,0.315221336
9,9,4,5,5,7,6,403.4287935,5,3,7,2,3,7,7,2,6,3,5,7,0.322399006
8,2,5,8,5,6,2,20.08553692,3,4,4,2,6,6,6,5,3,3,4,2,0.389416242
7,3,6,6,7,6,5,54.59815003,2,5,1,7,5,3,2,5,8,5,6,7,0.355625689
6,2,6,5,6,7,6,2980.957987,6,4,3,6,4,4,2,3,7,2,3,4,0.30220456
2,5,6,4,7,3,6,148.4131591,5,3,5,2,6,6,5,6,7,8,7,1,0.433062459
5,4,3,6,6,6,6,148.4131591,6,7,1,,4,7,8,4,5,6,4,12,0.332241042
4,2,6,3,3,9,7,20.08553692,7,5,3,3,2,2,6,7,5,8,3,4,0.300600459
3,6,5,5,5,5,2,7.389056099,4,4,6,5,5,2,8,3,4,4,7,4,0.353768903
7,10,5,3,7,3,6,54.59815003,2,4,3,6,1,5,5,6,8,4,4,5,0.329819618
3,4,8,4,3,4,1,8103.083928,6,7,8,5,3,8,2,6,2,3,7,7,0.351664902
6,5,3,4,6,2,3,1096.633158,4,10,8,1,4,1,3,6,6,6,4,5,0.431369895
2,4,7,4,4,5,3,1096.633158,6,7,5,6,8,6,7,7,4,6,7,3,0.386941906
4,0,6,4,6,3,7,20.08553692,5,6,2,4,5,9,5,5,6,9,3,5,0.390405374
1,5,5,6,7,2,0,54.59815003,7,4,5,3,7,6,5,8,4,4,3,7,0.423703133
,4,8,7,5,5,4,54.59815003,4,5,3,7,0,3,2,5,3,2,5,5,0.315897867
4,7,4,2,5,8,0,148.4131591,10,9,8,6,9,4,3,3,6,6,5,8,0.314021811
6,5,8,4,4,4,4,403.4287935,6,3,8,6,7,7,4,6,6,4,5,4,0.419741716
4,5,7,8,7,4,4,148.4131591,6,5,6,5,2,2,7,11,5,3,5,0,0.322287153
5,4,3,2,4,6,5,148.4131591,10,6,6,8,4,2,7,3,6,5,4,10,0.40276394
6,5,6,5,5,9,6,148.4131591,4,4,6,7,4,1,2,8,4,5,4,4,0.329246532
6,2,2,6,6,7,7,403.4287935,6,5,4,5,3,5,5,5,5,5,10,4,0.366498923
1,4,5,4,8,2,6,2980.957987,6,6,3,,4,3,3,2,6,7,8,4,0.353955111
10,8,2,2,5,4,7,148.4131591,3,7,6,5,1,11,3,5,5,6,4,3,0.314496496
6,3,7,12,8,7,4,22026.46579,8,7,7,8,4,9,3,7,5,4,6,8,0.393992235
6,4,1,3,7,5,0,403.4287935,5,3,4,6,4,2,8,13,7,4,7,3,0.419662113
8,3,5,1,3,2,4,54.59815003,4,1,4,6,3,3,7,8,4,5,4,6,0.313915026
,6,6,7,3,3,4,22026.46579,6,2,4,5,2,8,4,2,3,3,4,5,0.350060583
11,4,4,3,2,4,5,2.718281828,7,1,1,4,4,6,5,4,2,5,5,7,0.303969094
3,3,6,5,4,3,8,20.08553692,4,3,4,6,6,4,3,7,5,2,1,2,0.333028305
7,6,5,1,2,6,3,403.4287935,5,6,2,4,4,6,4,8,4,4,1,5,0.336451392
4,8,3,9,4,3,7,54.59815003,7,7,6,4,2,6,5,6,5,5,5,5,0.414394056
7,3,1,9,6,10,5,148.4131591,2,10,5,1,8,6,6,4,3,3,3,6,0.405299674
12,3,3,10,10,6,5,1096.633158,3,6,3,2,7,4,7,8,9,7,6,9,0.416410119
6,10,6,6,5,4,8,20.08553692,4,6,4,,8,3,3,8,5,4,3,1,0.311267739
,13,9,7,6,6,3,1096.633158,5,6,8,4,10,4,9,5,7,5,2,3,0.31863876
5,6,5,10,7,4,3,148.4131591,5,6,6,12,5,2,6,3,5,4,8,6,0.342567268
8,4,11,5,8,5,6,403.4287935,4,3,5,10,2,9,4,7,7,2,4,5,0.404209946
6,8,2,4,4,5,3,403.4287935,7,6,5,9,5,7,1,6,3,2,1,8,0.303503689
8,4,5,4,4,3,5,20.08553692,2,5,7,7,9,10,2,4,3,7,7,8,0.320827022
5,5,7,3,5,8,4,2980.957987,6,6,9,5,2,8,6,7,5,1,5,3,0.369671101
2,4,4,9,6,5,8,148.4131591,7,10,1,2,1,4,6,5,4,6,8,4,0.303360484
7,5,4,4,6,2,4,403.4287935,7,5,10,3,5,4,5,2,5,6,7,5,0.314499225
8,2,3,10,7,2,4,148.4131591,3,5,6,7,11,4,4,7,5,1,6,3,0.344621985
6,5,7,5,6,8,6,7.389056099,5,9,4,2,4,2,6,6,8,8,5,6,0.333492786
9,8,7,6,4,3,5,20.08553692,2,8,4,7,1,3,4,4,4,6,7,3,0.350529293
6,6,4,8,7,11,5,1096.633158,5,3,7,3,4,5,6,5,7,1,5,5,0.405804331
7,6,7,7,6,1,3,7.389056099,4,7,4,4,4,3,5,5,5,2,4,2,0.330421879
7,7,5,9,5,5,5,1096.633158,5,6,3,8,8,4,4,4,4,2,4,3,0.387611671
2,4,5,8,5,2,8,20.08553692,1,6,3,8,8,3,7,7,4,6,4,6,0.42332359
4,3,9,4,1,6,3,403.4287935,4,2,6,4,3,6,6,3,1,6,6,5,0.342644181
2,1,7,4,5,1,4,54.59815003,8,4,10,2,3,7,3,4,7,4,4,4,0.306919296
6,8,2,3,5,3,3,403.4287935,1,4,6,3,2,3,6,3,5,7,4,4,0.388384252
6,5,4,2,1,8,3,403.4287935,6,2,8,4,3,3,9,2,4,3,7,5,0.40033447
8,4,3,2,4,2,5,20.08553692,5,4,3,3,6,4,6,5,4,6,12,4,0.366714222
8,7,9,4,5,2,7,8103.083928,2,4,9,,5,4,2,3,5,5,5,6,0.35992554
5,6,4,2,4,6,6,148.4131591,2,3,5,5,8,4,10,3,4,0,5,4,0.404484448
8,6,8,3,2,6,4,54.59815003,5,3,4,4,2,3,9,6,5,3,5,5,0.358305867
5,7,5,2,5,5,3,2980.957987,3,3,3,4,9,6,6,7,8,6,8,5,0.300665058
5,3,1,1,4,5,7,20.08553692,3,6,4,3,8,6,5,8,5,8,2,3,0.424581819
2,7,4,6,5,7,3,54.59815003,3,4,5,5,4,5,8,5,4,6,6,3,0.335449172
5,7,4,7,5,6,5,20.08553692,5,2,8,6,12,5,3,6,4,5,2,4,0.385181501
2,5,6,6,6,4,5,1096.633158,7,5,1,7,4,6,3,7,6,2,8,4,0.377664654
7,5,4,3,4,6,4,2980.957987,2,1,7,2,3,3,7,7,3,4,6,2,0.371853955
2,2,6,4,5,4,5,148.4131591,8,4,5,3,3,4,6,6,4,5,8,4,0.334497205
3,6,4,11,7,7,9,20.08553692,6,3,7,8,2,4,4,5,5,5,12,5,0.403638392
8,7,6,7,6,12,4,148.4131591,1,5,3,4,6,7,3,6,5,1,5,8,0.334450513
9,5,2,7,3,2,5,148.4131591,9,13,2,5,7,4,4,4,2,6,8,6,0.431457343
6,5,2,7,8,2,2,148.4131591,4,7,4,3,6,4,6,5,6,4,5,4,0.378431831
7,8,4,11,8,5,4,148.4131591,5,8,5,3,1,4,6,3,3,3,4,5,0.407802244
10,6,7,3,2,3,5,54.59815003,5,4,2,8,6,7,5,1,4,6,3,3,0.404236836
2,8,4,5,6,7,7,403.4287935,6,3,10,5,11,5,5,5,4,5,5,3,0.435561439
4,10,3,5,2,6,4,2980.957987,4,4,10,6,7,6,5,4,1,4,7,2,0.374514501
3,6,5,0,2,4,9,54.59815003,7,5,1,10,4,6,9,4,2,10,9,5,0.307706819
8,6,2,5,4,5,7,54.59815003,3,6,5,4,6,5,1,7,4,5,2,6,0.312328303
5,4,9,3,5,9,5,403.4287935,7,4,2,5,3,0,9,2,6,4,3,6,0.350077815
5,4,6,9,9,1,6,54.59815003,7,5,3,4,8,3,2,8,7,5,2,4,0.350442051
9,2,3,7,6,5,5,20.08553692,6,0,2,,3,2,8,2,4,3,3,2,0.330428882
7,5,6,8,5,3,6,2.718281828,3,7,4,4,7,2,9,5,3,6,4,8,0.429606743
9,7,5,6,7,4,6,442413.392,5,4,8,6,1,2,1,5,7,5,9,6,0.366237026
6,5,3,5,3,5,3,22026.46579,0,6,5,2,7,4,6,6,2,4,4,7,0.426369396
10,4,3,3,3,5,8,54.59815003,4,9,5,1,6,3,4,3,3,3,4,3,0.307715644
,5,3,5,4,5,7,7.389056099,6,4,7,,5,5,6,5,5,4,4,4,0.348743028
4,8,1,6,7,5,3,148.4131591,6,2,6,4,4,5,3,11,6,5,4,10,0.350338837
4,11,6,4,7,7,6,1096.633158,6,3,3,10,7,7,6,9,8,11,12,2,0.305274258
6,4,3,2,4,5,3,20.08553692,3,5,6,3,6,3,4,5,6,2,4,3,0.390656271
5,5,7,3,4,2,6,54.59815003,5,7,6,5,6,7,1,9,5,6,5,5,0.319886392
3,5,2,5,4,5,5,22026.46579,8,6,6,4,1,7,2,4,4,2,6,4,0.348535454
5,7,6,4,3,7,3,20.08553692,5,7,4,6,7,4,2,11,2,2,5,8,0.437346699
4,7,0,10,6,2,4,148.4131591,5,3,5,6,5,10,7,7,3,5,7,6,0.430219124
7,7,2,4,5,5,5,403.4287935,6,4,4,6,4,10,3,6,7,3,3,2,0.336596125
7,4,3,2,3,9,3,7.389056099,3,7,3,7,0,8,1,7,2,4,4,8,0.344094755
7,8,9,4,2,4,12,20.08553692,6,5,3,8,6,6,4,6,2,4,3,7,0.375642617
4,1,7,3,4,6,6,54.59815003,3,5,3,6,10,9,4,4,5,6,5,7,0.34003145
0,5,8,6,8,5,5,2980.957987,3,5,6,5,3,4,2,5,4,1,6,5,0.401599526
6,4,1,0,2,3,6,148.4131591,4,2,10,4,8,2,6,3,5,3,5,8,0.37939547
10,1,5,7,4,4,4,54.59815003,3,11,2,4,6,7,2,3,2,5,8,1,0.36616064
